	{
		{0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.000000, 0.000000, 0.000000, 0.011765, 0.203922, 0.929412, 0.980392, 0.976471, 0.686275, 0.062745, 0.321569, 0.466667, 0.094118, 0.019608, 0.000000, 0.988235, 0.929412, 0.188235, 0.023529, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007843, 0.011765, 0.003922, 0.156863, 0.643137, 0.988235, 0.909804, 0.819608, 0.337255, 0.003922, 0.003922, 0.000000, 0.003922, 0.015686, 0.000000, 0.988235, 0.964706, 0.658824, 0.015686, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.011765, 0.003922, 0.003922, 0.007843, 0.000000, 0.035294, 0.686275, 0.996078, 0.933333, 0.278431, 0.070588, 0.105882, 0.000000, 0.000000, 0.000000, 0.007843, 0.023529, 0.000000, 0.984314, 0.956863, 0.768627, 0.043137, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.003922, 0.000000, 0.015686, 0.023529, 0.215686, 0.992157, 0.972549, 0.247059, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922, 0.000000, 0.988235, 0.980392, 0.768627, 0.031373, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.003922, 0.000000, 0.011765, 0.000000, 0.784314, 0.980392, 0.756863, 0.031373, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.968627, 0.980392, 0.776471, 0.054902, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.007843, 0.019608, 0.007843, 0.305882, 0.968627, 1.000000, 0.458824, 0.000000, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.964706, 0.976471, 0.584314, 0.039216, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.011765, 0.027451, 0.031373, 0.356863, 0.992157, 0.870588, 0.066667, 0.007843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.043137, 0.035294, 0.054902, 0.537255, 1.000000, 0.741176, 0.039216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.035294, 0.019608, 0.356863, 1.000000, 0.850980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027451, 0.070588, 0.517647, 1.000000, 0.870588, 0.274510, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.015686, 0.031373, 0.337255, 0.992157, 0.529412, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.219608, 0.666667, 0.988235, 0.686275, 0.007843, 0.000000, 0.007843, 0.007843, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.011765, 0.000000, 0.011765, 0.341176, 1.000000, 0.894118, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.419608, 0.941176, 1.000000, 0.639216, 0.000000, 0.000000, 0.000000, 0.000000, 0.007843, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.023529, 0.031373, 0.345098, 0.984314, 1.000000, 0.603922, 0.215686, 0.125490, 0.337255, 0.690196, 0.878431, 0.988235, 0.882353, 0.650980, 0.200000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.015686, 0.007843, 0.007843, 0.349020, 0.988235, 1.000000, 1.000000, 0.941176, 0.870588, 1.000000, 1.000000, 1.000000, 0.768627, 0.513725, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.023529, 0.113725, 0.788235, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.933333, 0.600000, 0.003922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.015686, 0.007843, 0.094118, 0.525490, 1.000000, 1.000000, 1.000000, 0.564706, 0.160784, 0.000000, 0.019608, 0.000000, 0.000000, 0.011765, 0.007843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
	},

